year	site	plotid	depth	subsample	rep	rotation	crop	tillage	drainage	SOIL1	SOIL2	SOIL39	SOIL29	SOIL30	SOIL31	SOIL32
2015	STJOHNS	WS2	20-Oct	2	2	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.1954
2011	STJOHNS	WS2	20-Oct	3	2	ROT62		TIL2	DWM2	1.47677112	0.43	0.427807642	0.409356299	0.402371691	0.383433125	DNC
2013	STJOHNS	WS2	20-Oct	3	2	ROT62		TIL2	DWM2	1.17	0.519	DNC	0.426	0.385	0.35	0.189
2015	STJOHNS	WS2	20-Oct	3	2	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.19444
2011	STJOHNS	WS2	20 - 40	1	2	ROT62		TIL2	DWM2	1.525639518	0.416	0.411928383	0.404694498	0.399749428	0.386783794	0.290858064
2013	STJOHNS	WS2	20 - 40	1	2	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS2	20 - 40	1	2	ROT62		TIL2	DWM2	1.324	0.556	0.523	0.394	0.385	0.356	0.18269
2011	STJOHNS	WS2	20 - 40	2	2	ROT62		TIL2	DWM2	1.527468205	0.417	0.414550646	0.410230387	0.404411229	0.391736958	DNC
2013	STJOHNS	WS2	20 - 40	2	2	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS2	20 - 40	2	2	ROT62		TIL2	DWM2	1.362	0.54	0.511	0.409	0.397	0.476	0.1875
2011	STJOHNS	WS2	20 - 40	3	2	ROT62		TIL2	DWM2	1.510132133	0.427	0.425331061	0.425818284	0.418542313	0.402808735	DNC
2013	STJOHNS	WS2	20 - 40	3	2	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS2	20 - 40	3	2	ROT62		TIL2	DWM2	1.364	0.559	0.528	0.41	0.397	0.369	0.1913
2011	STJOHNS	WS2	30 - 60	1	2	ROT62		TIL2	DWM2							
2011	STJOHNS	WS2	30 - 60	1	2	ROT62		TIL2	DWM2							
2012	STJOHNS	WS2	30 - 60	1	2	ROT62		TIL2	DWM2							
2013	STJOHNS	WS2	30 - 60	1	2	ROT62		TIL2	DWM2							
2014	STJOHNS	WS2	30 - 60	1	2	ROT62		TIL2	DWM2							
2015	STJOHNS	WS2	30 - 60	1	2	ROT62		TIL2	DWM2							
2011	STJOHNS	WS2	40 - 60	1	2	ROT62		TIL2	DWM2	1.469097861	0.421	0.412802471	0.379637318	0.371924304	0.352985738	0.27166407
2013	STJOHNS	WS2	40 - 60	1	2	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS2	40 - 60	1	2	ROT62		TIL2	DWM2	1.463	0.509	0.501	0.422	0.415	0.394	0.1982
2011	STJOHNS	WS2	40 - 60	2	2	ROT62		TIL2	DWM2	1.613420159	0.397	0.394592311	0.411541518	0.40455691	0.387657882	DNC
2013	STJOHNS	WS2	40 - 60	2	2	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS2	40 - 60	2	2	ROT62		TIL2	DWM2	1.41	0.528	0.507	0.409	0.4	0.375	0.18103
2011	STJOHNS	WS2	40 - 60	3	2	ROT62		TIL2	DWM2	1.548021281	0.419	0.41731859	0.368128497	0.360269802	0.342351004	DNC
2013	STJOHNS	WS2	40 - 60	3	2	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS2	40 - 60	3	2	ROT62		TIL2	DWM2	1.35	0.534	0.512	0.401	0.394	0.371	0.2069
2011	STJOHNS	WS2	60 - 90	1	2	ROT62		TIL2	DWM2							
2011	STJOHNS	WS2	60 - 90	1	2	ROT62		TIL2	DWM2							
2012	STJOHNS	WS2	60 - 90	1	2	ROT62		TIL2	DWM2							
2013	STJOHNS	WS2	60 - 90	1	2	ROT62		TIL2	DWM2							
2014	STJOHNS	WS2	60 - 90	1	2	ROT62		TIL2	DWM2							
2015	STJOHNS	WS2	60 - 90	1	2	ROT62		TIL2	DWM2							
2011	STJOHNS	WS2		1	2	ROT62		TIL2	DWM2							
2012	STJOHNS	WS2		1	2	ROT62		TIL2	DWM2							
2013	STJOHNS	WS2		1	2	ROT62		TIL2	DWM2							
2014	STJOHNS	WS2		1	2	ROT62		TIL2	DWM2							
2015	STJOHNS	WS2		1	2	ROT62		TIL2	DWM2							
2011	STJOHNS	WS3	0 - 10	1	3	ROT62		TIL2	DWM2	1.252791062	0.448	0.438733738	0.372644617	0.358084583	0.341331236	0.234040016
2013	STJOHNS	WS3	0 - 10	1	3	ROT62		TIL2	DWM2	1.055	0.433	DNC	0.34	0.305	0.296	0.21
2015	STJOHNS	WS3	0 - 10	1	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.18812
2011	STJOHNS	WS3	0 - 10	2	3	ROT62		TIL2	DWM2	1.283690159	0.433	0.422854479	0.37410143	0.359978439	0.345993036	DNC
2013	STJOHNS	WS3	0 - 10	2	3	ROT62		TIL2	DWM2	1.269	0.475	DNC	0.399	0.369	0.368	0.199
2015	STJOHNS	WS3	0 - 10	2	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.18
2011	STJOHNS	WS3	0 - 10	3	3	ROT62		TIL2	DWM2	1.093622657	0.46	0.43319785	0.334039078	0.319479044	0.302725697	DNC
2013	STJOHNS	WS3	0 - 10	3	3	ROT62		TIL2	DWM2	1.313	0.524	DNC	0.451	0.409	0.4	0.214
2015	STJOHNS	WS3	0 - 10	3	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.20213
2011	STJOHNS	WS3	0 - 10	4	3	ROT62		TIL2	DWM2	1.496404512	0.421	0.416007459	0.397847478	0.39086287	0.369447722	DNC
2011	STJOHNS	WS3	0 - 30	1	3	ROT62		TIL2	DWM2							
2011	STJOHNS	WS3	0 - 30	1	3	ROT62		TIL2	DWM2							
2012	STJOHNS	WS3	0 - 30	1	3	ROT62		TIL2	DWM2							
2013	STJOHNS	WS3	0 - 30	1	3	ROT62		TIL2	DWM2							
2014	STJOHNS	WS3	0 - 30	1	3	ROT62		TIL2	DWM2							
2015	STJOHNS	WS3	0 - 30	1	3	ROT62		TIL2	DWM2							
2011	STJOHNS	WS3	20-Oct	1	3	ROT62		TIL2	DWM2	1.418472344	0.429	0.420523579	0.38327935	0.372507029	0.34978075	0.274666789
2013	STJOHNS	WS3	20-Oct	1	3	ROT62		TIL2	DWM2	1.409	0.464	DNC	0.421	0.406	0.391	0.223
2015	STJOHNS	WS3	20-Oct	1	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.18824
2011	STJOHNS	WS3	20-Oct	2	3	ROT62		TIL2	DWM2	1.470889969	0.42	0.415133371	0.397847478	0.38969742	0.364931603	DNC
2013	STJOHNS	WS3	20-Oct	2	3	ROT62		TIL2	DWM2	1.256	0.484	DNC	0.416	0.393	0.378	0.234
2015	STJOHNS	WS3	20-Oct	2	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.14754
2011	STJOHNS	WS3	20-Oct	3	3	ROT62		TIL2	DWM2	1.452012749	0.438	0.430721268	0.404403136	0.410384162	0.388677651	DNC
2013	STJOHNS	WS3	20-Oct	3	3	ROT62		TIL2	DWM2	1.409	0.461	DNC	0.435	0.42	0.401	0.19
2015	STJOHNS	WS3	20-Oct	3	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.15152
2011	STJOHNS	WS3	20 - 40	1	3	ROT62		TIL2	DWM2	1.512808405	0.42	0.413967921	0.392748633	0.389988783	0.375712017	0.268695846
2013	STJOHNS	WS3	20 - 40	1	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS3	20 - 40	1	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.16102
2011	STJOHNS	WS3	20 - 40	2	3	ROT62		TIL2	DWM2	1.528055776	0.42	0.41498769	0.397119072	0.392465364	0.379936774	DNC
2013	STJOHNS	WS3	20 - 40	2	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS3	20 - 40	2	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.14953
2011	STJOHNS	WS3	20 - 40	3	3	ROT62		TIL2	DWM2	1.535632803	0.42	0.414404965	0.398575885	0.394650583	0.383141762	DNC
2013	STJOHNS	WS3	20 - 40	3	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS3	20 - 40	3	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.15894
2011	STJOHNS	WS3	30 - 60	1	3	ROT62		TIL2	DWM2							
2011	STJOHNS	WS3	30 - 60	1	3	ROT62		TIL2	DWM2							
2012	STJOHNS	WS3	30 - 60	1	3	ROT62		TIL2	DWM2							
2013	STJOHNS	WS3	30 - 60	1	3	ROT62		TIL2	DWM2							
2014	STJOHNS	WS3	30 - 60	1	3	ROT62		TIL2	DWM2							
2015	STJOHNS	WS3	30 - 60	1	3	ROT62		TIL2	DWM2							
2011	STJOHNS	WS3	40 - 60	1	3	ROT62		TIL2	DWM2	1.546855998	0.412	0.40697522	0.387067064	0.380810862	0.361580933	0.31979328
2013	STJOHNS	WS3	40 - 60	1	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS3	40 - 60	1	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.17568
2011	STJOHNS	WS3	40 - 60	2	3	ROT62		TIL2	DWM2	1.543008161	0.42	0.415424734	0.399595654	0.395087627	0.383287444	DNC
2013	STJOHNS	WS3	40 - 60	2	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS3	40 - 60	2	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.16456
2011	STJOHNS	WS3	40 - 60	3	3	ROT62		TIL2	DWM2	1.54475189	0.421	0.416590184	0.404694498	0.404411229	0.393339452	DNC
2013	STJOHNS	WS3	40 - 60	3	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	STJOHNS	WS3	40 - 60	3	3	ROT62		TIL2	DWM2	DNC	DNC	DNC	DNC	DNC	DNC	0.18487
2011	STJOHNS	WS3	60 - 90	1	3	ROT62		TIL2	DWM2							
2011	STJOHNS	WS3	60 - 90	1	3	ROT62		TIL2	DWM2							
2012	STJOHNS	WS3	60 - 90	1	3	ROT62		TIL2	DWM2							
2013	STJOHNS	WS3	60 - 90	1	3	ROT62		TIL2	DWM2							
2014	STJOHNS	WS3	60 - 90	1	3	ROT62		TIL2	DWM2							
2015	STJOHNS	WS3	60 - 90	1	3	ROT62		TIL2	DWM2							
2011	STJOHNS	WS3		1	3	ROT62		TIL2	DWM2							
2012	STJOHNS	WS3		1	3	ROT62		TIL2	DWM2							
2013	STJOHNS	WS3		1	3	ROT62		TIL2	DWM2							
2014	STJOHNS	WS3		1	3	ROT62		TIL2	DWM2							
2015	STJOHNS	WS3		1	3	ROT62		TIL2	DWM2							
