year	site	plotid	depth	subsample	rep	rotation	crop	tillage	drainage	SOIL1	SOIL2	SOIL39	SOIL29	SOIL30	SOIL31	SOIL32
2012	DPAC	NW	0 - 30	2	1	ROT5	Corn	TIL2	DWM3							
2012	DPAC	NW	0 - 30	2	1	ROT5	Corn	TIL2	DWM3							
2013	DPAC	NW	0 - 30	2	1	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	NW	0 - 30	2	1	ROT5	Corn	TIL2	DWM3							
2015	DPAC	NW	0 - 30	2	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	0 - 30	3	1	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	NW	0 - 30	3	1	ROT5	Corn	TIL2	DWM3							
2012	DPAC	NW	0 - 30	3	1	ROT5	Corn	TIL2	DWM3							
2013	DPAC	NW	0 - 30	3	1	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	NW	0 - 30	3	1	ROT5	Corn	TIL2	DWM3							
2015	DPAC	NW	0 - 30	3	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	20-Oct	11	1	ROT5	Soybean	TIL2	DWM3	1.4	0.417	0.409	0.351	0.342	0.342	0.197
2013	DPAC	NW	20-Oct	11	1	ROT5	Soybean	TIL2	DWM3	1.49	0.426	0.428	0.363	0.352	0.342	0.247
2015	DPAC	NW	20-Oct	11	1	ROT5	Soybean	TIL2	DWM3	1.46	0.404	0.394	0.337	0.323	0.307	0.207
2011	DPAC	NW	20-Oct	12	1	ROT5	Soybean	TIL2	DWM3	1.45	0.415	0.414	0.364	0.357	0.353	0.204
2013	DPAC	NW	20-Oct	12	1	ROT5	Soybean	TIL2	DWM3	1.59	0.387	0.388	0.354	0.345	0.334	0.264
2015	DPAC	NW	20-Oct	12	1	ROT5	Soybean	TIL2	DWM3	1.43	0.411	0.4	0.346	0.336	0.319	0.202
2011	DPAC	NW	20-Oct	13	1	ROT5	Soybean	TIL2	DWM3	1.44	0.417	0.418	0.365	0.355	0.349	0.203
2013	DPAC	NW	20-Oct	13	1	ROT5	Soybean	TIL2	DWM3	1.55	0.406	0.406	0.364	0.355	0.345	0.257
2015	DPAC	NW	20-Oct	13	1	ROT5	Soybean	TIL2	DWM3	1.48	0.39	0.384	0.355	0.347	0.338	0.21
2011	DPAC	NW	20-Oct	1	1	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	NW	20-Oct	1	1	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	NW	20-Oct	1	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	20-Oct	21	1	ROT5	Soybean	TIL2	DWM3	1.56	0.375	0.369	0.318	0.307	0.298	0.174
2013	DPAC	NW	20-Oct	21	1	ROT5	Soybean	TIL2	DWM3	1.6	0.4	0.407	0.389	0.376	0.368	0.167
2015	DPAC	NW	20-Oct	21	1	ROT5	Soybean	TIL2	DWM3	1.62	0.369	0.369	0.328	0.311	0.288	0.173
2011	DPAC	NW	20-Oct	22	1	ROT5	Soybean	TIL2	DWM3	1.62	0.351	0.352	0.321	0.312	0.304	0.18
2013	DPAC	NW	20-Oct	22	1	ROT5	Soybean	TIL2	DWM3	1.61	0.365	0.372	0.335	0.322	0.313	0.168
2015	DPAC	NW	20-Oct	22	1	ROT5	Soybean	TIL2	DWM3	1.56	0.378	0.366	0.315	0.299	0.283	0.167
2011	DPAC	NW	20-Oct	23	1	ROT5	Soybean	TIL2	DWM3	1.53	0.37	0.366	0.309	0.299	0.291	0.17
2013	DPAC	NW	20-Oct	23	1	ROT5	Soybean	TIL2	DWM3	1.6	0.397	0.407	0.401	0.393	0.387	0.167
2015	DPAC	NW	20-Oct	23	1	ROT5	Soybean	TIL2	DWM3	1.48	0.427	0.425	0.41	0.401	0.393	0.158
2011	DPAC	NW	20-Oct	2	1	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	NW	20-Oct	2	1	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	NW	20-Oct	2	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	20-Oct	31	1	ROT5	Soybean	TIL2	DWM3	1.52	0.374	0.371	0.31	0.301	0.292	0.176
2013	DPAC	NW	20-Oct	31	1	ROT5	Soybean	TIL2	DWM3	1.53	0.398	0.395	0.34	0.327	0.319	0.155
2015	DPAC	NW	20-Oct	31	1	ROT5	Soybean	TIL2	DWM3	1.5	0.399	0.397	0.32	0.302	0.285	0.17
2011	DPAC	NW	20-Oct	32	1	ROT5	Soybean	TIL2	DWM3	1.7	0.354	0.357	0.333	0.327	0.318	0.197
2013	DPAC	NW	20-Oct	32	1	ROT5	Soybean	TIL2	DWM3	1.46	0.412	0.408	0.334	0.321	0.309	0.147
2015	DPAC	NW	20-Oct	32	1	ROT5	Soybean	TIL2	DWM3	1.51	0.418	0.419	0.405	0.396	0.389	0.171
2011	DPAC	NW	20-Oct	33	1	ROT5	Soybean	TIL2	DWM3	1.61	0.36	0.361	0.326	0.319	0.308	0.188
2013	DPAC	NW	20-Oct	33	1	ROT5	Soybean	TIL2	DWM3	1.51	0.396	0.384	0.32	0.31	0.301	0.152
2015	DPAC	NW	20-Oct	33	1	ROT5	Soybean	TIL2	DWM3	1.52	0.399	0.396	0.328	0.312	0.295	0.172
2011	DPAC	NW	20-Oct	3	1	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	NW	20-Oct	3	1	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	NW	20-Oct	3	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	20 - 40	11	1	ROT5	Soybean	TIL2	DWM3	1.48	0.4	0.397	0.379	0.373	0.371	0.227
2013	DPAC	NW	20 - 40	11	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	20 - 40	11	1	ROT5	Soybean	TIL2	DWM3	1.54	0.396	0.397	0.376	0.364	0.355	0.235
2011	DPAC	NW	20 - 40	12	1	ROT5	Soybean	TIL2	DWM3	1.48	0.409	0.409	0.4	0.393	0.385	0.226
2013	DPAC	NW	20 - 40	12	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	20 - 40	12	1	ROT5	Soybean	TIL2	DWM3	1.55	0.386	0.386	0.367	0.357	0.35	0.237
2011	DPAC	NW	20 - 40	13	1	ROT5	Soybean	TIL2	DWM3	1.5	0.406	0.406	0.4	0.394	0.39	0.23
2013	DPAC	NW	20 - 40	13	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	20 - 40	13	1	ROT5	Soybean	TIL2	DWM3	1.31	0.421	0.4	0.33	0.319	0.306	0.2
2011	DPAC	NW	20 - 40	1	1	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	NW	20 - 40	1	1	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	NW	20 - 40	1	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	20 - 40	21	1	ROT5	Soybean	TIL2	DWM3	1.51	0.398	0.4	0.391	0.386	0.379	0.297
2013	DPAC	NW	20 - 40	21	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	20 - 40	21	1	ROT5	Soybean	TIL2	DWM3	1.51	0.4	0.403	0.393	0.379	0.372	0.246
2011	DPAC	NW	20 - 40	22	1	ROT5	Soybean	TIL2	DWM3	1.49	0.42	0.42	0.417	0.409	0.403	0.292
2013	DPAC	NW	20 - 40	22	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	20 - 40	22	1	ROT5	Soybean	TIL2	DWM3	1.37	0.437	0.425	0.388	0.378	0.367	0.224
2011	DPAC	NW	20 - 40	23	1	ROT5	Soybean	TIL2	DWM3	1.48	0.409	0.412	0.407	0.402	0.395	0.29
2013	DPAC	NW	20 - 40	23	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	20 - 40	23	1	ROT5	Soybean	TIL2	DWM3	1.55	0.407	0.403	0.34	0.325	0.304	0.253
2011	DPAC	NW	20 - 40	2	1	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	NW	20 - 40	2	1	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	NW	20 - 40	2	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	20 - 40	31	1	ROT5	Soybean	TIL2	DWM3	1.51	0.386	0.387	0.377	0.37	0.364	0.267
2013	DPAC	NW	20 - 40	31	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	20 - 40	31	1	ROT5	Soybean	TIL2	DWM3	1.46	0.42	0.416	0.402	0.392	0.383	0.251
2011	DPAC	NW	20 - 40	32	1	ROT5	Soybean	TIL2	DWM3	1.61	0.377	0.379	0.371	0.365	0.357	0.283
2013	DPAC	NW	20 - 40	32	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	20 - 40	32	1	ROT5	Soybean	TIL2	DWM3	1.54	0.405	0.407	0.394	0.384	0.377	0.265
2011	DPAC	NW	20 - 40	33	1	ROT5	Soybean	TIL2	DWM3	1.53	0.39	0.39	0.38	0.375	0.37	0.269
2013	DPAC	NW	20 - 40	33	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	20 - 40	33	1	ROT5	Soybean	TIL2	DWM3	1.51	0.413	0.411	0.397	0.389	0.381	0.259
2011	DPAC	NW	20 - 40	3	1	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	NW	20 - 40	3	1	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	NW	20 - 40	3	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	30 - 60	1	1	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	NW	30 - 60	1	1	ROT5	Corn	TIL2	DWM3							
2012	DPAC	NW	30 - 60	1	1	ROT5	Corn	TIL2	DWM3							
2013	DPAC	NW	30 - 60	1	1	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	NW	30 - 60	1	1	ROT5	Corn	TIL2	DWM3							
2015	DPAC	NW	30 - 60	1	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	30 - 60	2	1	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	NW	30 - 60	2	1	ROT5	Corn	TIL2	DWM3							
2012	DPAC	NW	30 - 60	2	1	ROT5	Corn	TIL2	DWM3							
2013	DPAC	NW	30 - 60	2	1	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	NW	30 - 60	2	1	ROT5	Corn	TIL2	DWM3							
2015	DPAC	NW	30 - 60	2	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	30 - 60	3	1	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	NW	30 - 60	3	1	ROT5	Corn	TIL2	DWM3							
2012	DPAC	NW	30 - 60	3	1	ROT5	Corn	TIL2	DWM3							
2013	DPAC	NW	30 - 60	3	1	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	NW	30 - 60	3	1	ROT5	Corn	TIL2	DWM3							
2015	DPAC	NW	30 - 60	3	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	40 - 60	11	1	ROT5	Soybean	TIL2	DWM3	1.4	0.422	0.424	0.351	0.346	0.34	0.22
2013	DPAC	NW	40 - 60	11	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	40 - 60	11	1	ROT5	Soybean	TIL2	DWM3	1.52	0.394	0.394	0.374	0.361	0.35	0.253
2011	DPAC	NW	40 - 60	12	1	ROT5	Soybean	TIL2	DWM3	1.5	0.394	0.396	0.387	0.38	0.376	0.235
2013	DPAC	NW	40 - 60	12	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	40 - 60	12	1	ROT5	Soybean	TIL2	DWM3	1.56	0.381	0.382	0.362	0.351	0.343	0.26
2011	DPAC	NW	40 - 60	13	1	ROT5	Soybean	TIL2	DWM3	1.51	0.39	0.395	0.389	0.381	0.376	0.236
2013	DPAC	NW	40 - 60	13	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	40 - 60	13	1	ROT5	Soybean	TIL2	DWM3	1.45	0.398	0.389	0.34	0.328	0.316	0.241
2011	DPAC	NW	40 - 60	1	1	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	NW	40 - 60	1	1	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	NW	40 - 60	1	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	40 - 60	21	1	ROT5	Soybean	TIL2	DWM3	1.54	0.401	0.4	0.394	0.389	0.383	0.296
2013	DPAC	NW	40 - 60	21	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	40 - 60	21	1	ROT5	Soybean	TIL2	DWM3	1.56	0.387	0.388	0.369	0.358	0.347	0.215
2011	DPAC	NW	40 - 60	22	1	ROT5	Soybean	TIL2	DWM3	1.52	0.41	0.411	0.406	0.4	0.395	0.292
2013	DPAC	NW	40 - 60	22	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	40 - 60	22	1	ROT5	Soybean	TIL2	DWM3	1.48	0.405	0.403	0.383	0.373	0.366	0.205
2011	DPAC	NW	40 - 60	23	1	ROT5	Soybean	TIL2	DWM3	1.55	0.389	0.389	0.383	0.378	0.369	0.298
2013	DPAC	NW	40 - 60	23	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	40 - 60	23	1	ROT5	Soybean	TIL2	DWM3	1.5	0.421	0.42	0.404	0.394	0.386	0.207
2011	DPAC	NW	40 - 60	2	1	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	NW	40 - 60	2	1	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	NW	40 - 60	2	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	40 - 60	31	1	ROT5	Soybean	TIL2	DWM3	1.55	0.392	0.39	0.387	0.382	0.375	0.302
2013	DPAC	NW	40 - 60	31	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	40 - 60	31	1	ROT5	Soybean	TIL2	DWM3	1.5	0.409	0.411	0.39	0.38	0.373	0.265
2011	DPAC	NW	40 - 60	32	1	ROT5	Soybean	TIL2	DWM3	1.53	0.399	0.401	0.399	0.393	0.384	0.299
2013	DPAC	NW	40 - 60	32	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	40 - 60	32	1	ROT5	Soybean	TIL2	DWM3	1.24	0.444	0.411	0.337	0.318	0.292	0.219
2011	DPAC	NW	40 - 60	33	1	ROT5	Soybean	TIL2	DWM3	1.54	0.391	0.392	0.383	0.377	0.369	0.301
2013	DPAC	NW	40 - 60	33	1	ROT5	Soybean	TIL2	DWM3	DNC	DNC	DNC	DNC	DNC	DNC	DNC
2015	DPAC	NW	40 - 60	33	1	ROT5	Soybean	TIL2	DWM3	1.46	0.403	0.402	0.37	0.359	0.35	0.259
2011	DPAC	NW	40 - 60	3	1	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	NW	40 - 60	3	1	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	NW	40 - 60	3	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	60 - 90	1	1	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	NW	60 - 90	1	1	ROT5	Corn	TIL2	DWM3							
2012	DPAC	NW	60 - 90	1	1	ROT5	Corn	TIL2	DWM3							
2013	DPAC	NW	60 - 90	1	1	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	NW	60 - 90	1	1	ROT5	Corn	TIL2	DWM3							
2015	DPAC	NW	60 - 90	1	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	60 - 90	2	1	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	NW	60 - 90	2	1	ROT5	Corn	TIL2	DWM3							
2012	DPAC	NW	60 - 90	2	1	ROT5	Corn	TIL2	DWM3							
2013	DPAC	NW	60 - 90	2	1	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	NW	60 - 90	2	1	ROT5	Corn	TIL2	DWM3							
2015	DPAC	NW	60 - 90	2	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW	60 - 90	3	1	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	NW	60 - 90	3	1	ROT5	Corn	TIL2	DWM3							
2012	DPAC	NW	60 - 90	3	1	ROT5	Corn	TIL2	DWM3							
2013	DPAC	NW	60 - 90	3	1	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	NW	60 - 90	3	1	ROT5	Corn	TIL2	DWM3							
2015	DPAC	NW	60 - 90	3	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	NW		1	1	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	NW		1	1	ROT5	Corn	TIL2	DWM3							
2013	DPAC	NW		1	1	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	NW		1	1	ROT5	Corn	TIL2	DWM3							
2015	DPAC	NW		1	1	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	0 - 10	11	2	ROT5	Soybean	TIL2	DWM3	1.34	0.453	0.452	0.372	0.362	0.361	0.237
2013	DPAC	SE	0 - 10	11	2	ROT5	Soybean	TIL2	DWM3	1.34	0.452	0.454	0.382	0.366	0.349	0.219
2015	DPAC	SE	0 - 10	11	2	ROT5	Soybean	TIL2	DWM3	1.31	0.485	0.468	0.388	0.372	0.351	0.21
2011	DPAC	SE	0 - 10	12	2	ROT5	Soybean	TIL2	DWM3	1.28	0.455	0.451	0.359	0.347	0.337	0.225
2013	DPAC	SE	0 - 10	12	2	ROT5	Soybean	TIL2	DWM3	1.3	0.446	0.442	0.37	0.36	0.349	0.213
2015	DPAC	SE	0 - 10	12	2	ROT5	Soybean	TIL2	DWM3	1.31	0.45	0.436	0.373	0.353	0.33	0.209
2011	DPAC	SE	0 - 10	13	2	ROT5	Soybean	TIL2	DWM3	1.33	0.445	0.445	0.383	0.367	0.353	0.234
2013	DPAC	SE	0 - 10	13	2	ROT5	Soybean	TIL2	DWM3	1.14	0.475	0.477	0.341	0.326	0.317	0.187
2015	DPAC	SE	0 - 10	13	2	ROT5	Soybean	TIL2	DWM3	1.35	0.439	0.424	0.375	0.359	0.343	0.216
2011	DPAC	SE	0 - 10	1	2	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	SE	0 - 10	1	2	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	SE	0 - 10	1	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	0 - 10	21	2	ROT5	Soybean	TIL2	DWM3	1.39	0.441	0.438	0.416	0.408	0.399	0.246
2013	DPAC	SE	0 - 10	21	2	ROT5	Soybean	TIL2	DWM3	1.25	0.46	0.461	0.386	0.362	0.358	0.218
2015	DPAC	SE	0 - 10	21	2	ROT5	Soybean	TIL2	DWM3	1.4	0.455	0.456	0.41	0.395	0.378	0.238
2011	DPAC	SE	0 - 10	22	2	ROT5	Soybean	TIL2	DWM3	1.35	0.452	0.449	0.394	0.383	0.375	0.239
2013	DPAC	SE	0 - 10	22	2	ROT5	Soybean	TIL2	DWM3	1.37	0.438	0.444	0.385	0.376	0.361	0.239
2015	DPAC	SE	0 - 10	22	2	ROT5	Soybean	TIL2	DWM3	1.2	0.452	0.435	0.367	0.354	0.337	0.203
2011	DPAC	SE	0 - 10	23	2	ROT5	Soybean	TIL2	DWM3	1.33	0.456	0.453	0.418	0.408	0.401	0.234
2013	DPAC	SE	0 - 10	23	2	ROT5	Soybean	TIL2	DWM3	1.22	0.484	0.486	0.381	0.367	0.353	0.212
2015	DPAC	SE	0 - 10	23	2	ROT5	Soybean	TIL2	DWM3	1.37	0.458	0.454	0.402	0.385	0.371	0.233
2011	DPAC	SE	0 - 10	2	2	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	SE	0 - 10	2	2	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	SE	0 - 10	2	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	0 - 10	31	2	ROT5	Soybean	TIL2	DWM3	1.4	0.43	0.432	0.377	0.365	0.353	0.233
2013	DPAC	SE	0 - 10	31	2	ROT5	Soybean	TIL2	DWM3	1.36	0.43	0.428	0.388	0.374	0.362	0.235
2015	DPAC	SE	0 - 10	31	2	ROT5	Soybean	TIL2	DWM3	1.41	0.442	0.435	0.398	0.38	0.362	0.239
2011	DPAC	SE	0 - 10	32	2	ROT5	Soybean	TIL2	DWM3	1.4	0.437	0.438	0.4	0.39	0.378	0.234
2013	DPAC	SE	0 - 10	32	2	ROT5	Soybean	TIL2	DWM3	1.31	0.452	0.448	0.382	0.366	0.355	0.227
2015	DPAC	SE	0 - 10	32	2	ROT5	Soybean	TIL2	DWM3	1.39	0.457	0.454	0.416	0.399	0.382	0.236
2011	DPAC	SE	0 - 10	33	2	ROT5	Soybean	TIL2	DWM3	1.39	0.434	0.434	0.394	0.385	0.376	0.231
2013	DPAC	SE	0 - 10	33	2	ROT5	Soybean	TIL2	DWM3	1.3	0.459	0.457	0.396	0.386	0.37	0.224
2015	DPAC	SE	0 - 10	33	2	ROT5	Soybean	TIL2	DWM3	1.41	0.44	0.438	0.399	0.387	0.371	0.24
2011	DPAC	SE	0 - 10	3	2	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	SE	0 - 10	3	2	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	SE	0 - 10	3	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	0 - 30	1	2	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	SE	0 - 30	1	2	ROT5	Corn	TIL2	DWM3							
2012	DPAC	SE	0 - 30	1	2	ROT5	Corn	TIL2	DWM3							
2013	DPAC	SE	0 - 30	1	2	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	SE	0 - 30	1	2	ROT5	Corn	TIL2	DWM3							
2015	DPAC	SE	0 - 30	1	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	0 - 30	2	2	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	SE	0 - 30	2	2	ROT5	Corn	TIL2	DWM3							
2012	DPAC	SE	0 - 30	2	2	ROT5	Corn	TIL2	DWM3							
2013	DPAC	SE	0 - 30	2	2	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	SE	0 - 30	2	2	ROT5	Corn	TIL2	DWM3							
2015	DPAC	SE	0 - 30	2	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	0 - 30	3	2	ROT5	Soybean	TIL2	DWM3							
2012	DPAC	SE	0 - 30	3	2	ROT5	Corn	TIL2	DWM3							
2012	DPAC	SE	0 - 30	3	2	ROT5	Corn	TIL2	DWM3							
2013	DPAC	SE	0 - 30	3	2	ROT5	Soybean	TIL2	DWM3							
2014	DPAC	SE	0 - 30	3	2	ROT5	Corn	TIL2	DWM3							
2015	DPAC	SE	0 - 30	3	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	20-Oct	11	2	ROT5	Soybean	TIL2	DWM3	1.51	0.41	0.41	0.396	0.389	0.381	0.263
2013	DPAC	SE	20-Oct	11	2	ROT5	Soybean	TIL2	DWM3	1.4	0.432	0.432	0.39	0.374	0.367	0.228
2015	DPAC	SE	20-Oct	11	2	ROT5	Soybean	TIL2	DWM3	1.45	0.424	0.42	0.379	0.369	0.358	0.224
2011	DPAC	SE	20-Oct	12	2	ROT5	Soybean	TIL2	DWM3	1.37	0.445	0.444	0.417	0.409	0.404	0.238
2013	DPAC	SE	20-Oct	12	2	ROT5	Soybean	TIL2	DWM3	1.44	0.446	0.437	0.392	0.38	0.372	0.234
2015	DPAC	SE	20-Oct	12	2	ROT5	Soybean	TIL2	DWM3	1.49	0.422	0.411	0.373	0.361	0.347	0.231
2011	DPAC	SE	20-Oct	13	2	ROT5	Soybean	TIL2	DWM3	1.45	0.43	0.43	0.391	0.384	0.378	0.252
2013	DPAC	SE	20-Oct	13	2	ROT5	Soybean	TIL2	DWM3	1.39	0.421	0.41	0.389	0.378	0.372	0.227
2015	DPAC	SE	20-Oct	13	2	ROT5	Soybean	TIL2	DWM3	1.45	0.438	0.421	0.373	0.361	0.349	0.224
2011	DPAC	SE	20-Oct	1	2	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	SE	20-Oct	1	2	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	SE	20-Oct	1	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	20-Oct	21	2	ROT5	Soybean	TIL2	DWM3	1.45	0.424	0.425	0.413	0.407	0.399	0.257
2013	DPAC	SE	20-Oct	21	2	ROT5	Soybean	TIL2	DWM3	1.48	0.416	0.416	0.389	0.382	0.373	0.253
2015	DPAC	SE	20-Oct	21	2	ROT5	Soybean	TIL2	DWM3	1.42	0.433	0.424	0.382	0.373	0.357	0.242
2011	DPAC	SE	20-Oct	22	2	ROT5	Soybean	TIL2	DWM3	1.44	0.421	0.423	0.388	0.384	0.378	0.256
2013	DPAC	SE	20-Oct	22	2	ROT5	Soybean	TIL2	DWM3	1.52	0.436	0.436	0.398	0.387	0.377	0.26
2015	DPAC	SE	20-Oct	22	2	ROT5	Soybean	TIL2	DWM3	1.4	0.419	0.414	0.373	0.361	0.346	0.238
2011	DPAC	SE	20-Oct	23	2	ROT5	Soybean	TIL2	DWM3	1.48	0.421	0.421	0.408	0.403	0.393	0.263
2013	DPAC	SE	20-Oct	23	2	ROT5	Soybean	TIL2	DWM3	1.44	0.439	0.441	0.405	0.397	0.385	0.246
2015	DPAC	SE	20-Oct	23	2	ROT5	Soybean	TIL2	DWM3	1.46	0.438	0.43	0.394	0.383	0.373	0.249
2011	DPAC	SE	20-Oct	2	2	ROT5	Soybean	TIL2	DWM3							
2013	DPAC	SE	20-Oct	2	2	ROT5	Soybean	TIL2	DWM3							
2015	DPAC	SE	20-Oct	2	2	ROT5	Soybean	TIL2	DWM3							
2011	DPAC	SE	20-Oct	31	2	ROT5	Soybean	TIL2	DWM3	1.49	0.407	0.409	0.372	0.366	0.359	0.239
2013	DPAC	SE	20-Oct	31	2	ROT5	Soybean	TIL2	DWM3	1.4	0.475	0.457	0.374	0.365	0.353	0.248
2015	DPAC	SE	20-Oct	31	2	ROT5	Soybean	TIL2	DWM3	1.48	0.42	0.416	0.389	0.38	0.368	0.248
2011	DPAC	SE	20-Oct	32	2	ROT5	Soybean	TIL2	DWM3	1.51	0.412	0.412	0.393	0.388	0.386	0.242
2013	DPAC	SE	20-Oct	32	2	ROT5	Soybean	TIL2	DWM3	1.53	0.413	0.412	0.389	0.382	0.371	0.271
2015	DPAC	SE	20-Oct	32	2	ROT5	Soybean	TIL2	DWM3	1.49	0.428	0.426	0.4	0.388	0.374	0.25
2011	DPAC	SE	20-Oct	33	2	ROT5	Soybean	TIL2	DWM3	1.49	0.406	0.405	0.396	0.39	0.386	0.239
2013	DPAC	SE	20-Oct	33	2	ROT5	Soybean	TIL2	DWM3	1.43	0.416	0.419	0.386	0.376	0.363	0.254
